days,travellers,daily_cost,distance_km,target
4,3,2000,32.229219087135476,20268.0
13,5,3000,494.20469389473857,262090.0
10,4,2000,58.32758267096369,70989.0
3,6,2000,37.970180041222214,43806.0
2,5,1800,455.1605382877557,24229.0
13,1,2500,321.78637315497485,33055.0
4,3,3000,248.72881445419134,42022.0
11,2,3000,542.3173175856132,63745.0
2,4,3000,503.5821432406523,38807.0
4,2,2500,34.57408292823396,20462.0
4,6,2500,369.65234516470343,72788.0
4,2,2500,463.36044192447497,22958.0
10,4,2000,330.29434786497126,92300.0
13,1,3000,589.8032994457129,49986.0
13,6,2500,411.628502788529,201677.0
11,6,2000,62.48580761821518,164295.0
3,5,5000,118.97880719997207,71904.0
14,3,3000,495.7473727196772,144620.0
8,1,3000,598.0540038865801,27988.0
8,5,3000,59.003560123433815,106596.0
10,3,2000,60.197590707029036,62300.0
11,6,3000,458.0322324859701,209178.0
14,5,1500,38.61256902992374,95479.0
9,4,1500,41.13606963890848,57057.0
9,6,2000,533.2898898057975,122938.0
11,5,1800,480.26988739107054,107664.0
4,3,3000,528.9379199186294,42000.0
5,1,1800,390.3080412796522,10448.0
9,1,3000,193.5218531633151,26575.0
1,3,2000,543.7879141996747,12737.0
5,4,2000,179.23411498465907,39680.0
11,1,2500,165.3065036729096,38736.0
14,1,2000,531.8402515156628,25440.0
8,5,3000,408.49355549592474,119485.0
6,5,2500,537.4032508255457,80699.0
7,1,1800,93.54077355238344,16574.0
10,4,3000,571.3780786593788,110222.0
8,1,1500,367.6452940201962,14177.0
1,5,3000,400.8210264560566,23713.0
8,6,2000,548.4363481958709,113621.0
6,6,2500,228.4517848167772,110754.0
10,4,2000,431.7449968175173,100559.0
13,4,1500,384.2043726746904,79715.0
14,6,1800,472.65163131957615,166372.0
9,4,1500,538.1656750999844,50061.0
6,3,2000,408.0365132580568,41386.0
7,5,1800,40.58373270183861,58012.0
3,4,1500,109.88420750986813,19321.0
14,6,1800,572.3869093602505,134736.0
12,4,1800,581.1902840263357,100463.0
12,6,1800,580.4479882190175,117092.0
5,1,2000,22.079640240070788,10269.0
5,1,1500,229.46890076965096,7266.0
12,1,2000,455.8036223927976,23320.0
8,4,2000,451.7314821946985,81814.0
10,5,1500,51.5453429699751,81589.0
7,2,5000,365.6933322537114,83709.0
7,1,2000,85.72177112451446,17295.0
9,6,2500,295.925599720676,129516.0
12,5,3000,143.8114205046729,218916.0
5,4,1800,31.896703040836606,30622.0
12,3,3000,48.01165531596574,118746.0
4,3,1500,546.5357698379449,23147.0
6,1,1800,446.7875785209204,11258.0
13,2,2000,559.0943890637702,60794.0
14,6,3000,281.9939594001316,289839.0
13,3,5000,247.97549937168256,220959.0
5,5,5000,215.04437550125735,132678.0
12,5,1800,369.784257631254,117238.0
14,2,1800,210.93563218280016,55487.0
14,2,2000,447.7639403892037,61794.0
1,5,2000,480.7903957295173,20932.0
11,1,2000,525.5067560576286,24699.0
14,3,2000,145.68055814716635,94874.0
11,6,2000,316.21322957542526,114828.0
4,5,3000,134.0667700379033,61702.0
11,5,2000,22.533494052204684,93551.0
2,1,2000,424.6951825019026,5891.0
7,2,2000,329.3887643610748,37307.0
9,2,2500,434.3563677318502,45794.0
7,2,1500,52.573746843922265,21750.0
10,2,3000,597.3157074371652,70934.0
4,6,2500,596.6091401682193,57988.0
9,1,2500,278.99989530210763,22182.0
10,5,3000,519.6352291103016,167564.0
9,4,2500,146.14113348333407,65223.0
5,4,5000,442.5396967339782,95237.0
5,2,1800,527.5355140881395,25358.0
4,2,2500,488.7997596484671,26969.0
7,4,1800,487.06444694469445,60867.0
9,2,2500,277.81597925331903,52496.0
6,5,1800,491.9939686672637,65509.0
6,1,2000,414.4228878127803,14599.0
5,1,2000,79.47083888652261,9934.0
4,5,2000,68.51064243871208,41949.0
10,4,2000,463.1532815607839,81023.0
12,1,2000,375.2784532637543,29676.0
5,6,1800,311.62567031482644,73794.0
13,1,1800,544.3570745092969,30184.0
8,6,1800,395.7542141227311,91315.0
3,5,5000,237.6880470529801,71129.0
6,6,5000,248.3590849057103,216756.0
1,6,1800,363.14661649055097,20832.0
1,2,2500,456.16517081180905,8997.0
5,5,1800,338.61198416947445,47982.0
7,2,1800,305.2565293315078,29091.0
12,3,3000,436.1404215925091,99407.0
2,2,2500,423.1587299442218,14443.0
12,3,2500,498.2081043681366,113249.0
4,6,2500,37.53107176637664,74067.0
2,3,2000,452.9712792491873,18983.0
10,1,3000,308.256270571014,26460.0
11,2,1800,44.815872019891124,40916.0
9,5,2000,407.40601690171184,126880.0
2,4,1500,429.9241164011657,17010.0
2,4,1500,314.17630172681066,16906.0
6,3,2000,476.27938658985767,49427.0
7,2,2500,180.14886517758092,39242.0
14,4,2000,121.14433111886167,153435.0
5,4,1500,210.44037104596708,30558.0
3,6,3000,246.03030797758652,53196.0
14,4,1800,417.5601614413013,124488.0
3,6,2500,507.3119627269366,49532.0
1,5,2500,432.55091404720594,20657.0
6,1,2000,104.3925354417609,12320.0
6,3,2500,219.73025088015444,53943.0
9,3,2500,95.0482280686668,73891.0
13,1,2000,412.0345197348308,29207.0
14,2,2500,148.90312693013647,67835.0
5,5,1500,315.23215971110807,50680.0
14,3,2500,475.0979059168106,179457.0
9,1,5000,402.56356495296905,50642.0
1,2,2000,179.02439439907963,5498.0
14,2,5000,199.7200503698045,121176.0
2,2,2500,392.0185719618191,12169.0
9,1,5000,329.68064960396646,45146.0
12,5,2000,57.836092482026636,113628.0
4,5,3000,524.3949535641277,70352.0
4,3,1800,307.5679488321772,31306.0
7,4,2000,284.0166079184792,70318.0
13,6,2000,119.06360197935739,155858.0
4,6,1800,226.19629138232239,42065.0
10,1,1800,199.69491738905947,22071.0
7,6,2500,162.4414096976561,108259.0
2,1,5000,340.4439447880639,9236.0
10,1,5000,277.36521616816924,55671.0
12,3,2500,533.5186111888004,109029.0
9,5,2500,564.8063862282966,92529.0
3,1,1800,131.68405753685454,5368.0
3,2,2000,60.06325726032631,12316.0
6,2,1800,471.20253089264963,27707.0
8,3,2500,596.9168421831654,63132.0
8,6,1500,518.1600419124925,76412.0
4,2,2000,14.218441271240835,17583.0
8,2,2500,150.7581304238796,38954.0
5,1,2500,26.005366224758355,13451.0
10,2,2500,492.4676262246999,47204.0
12,1,1800,348.8441857753898,19551.0
10,4,5000,308.23112470023233,224373.0
1,3,2500,332.66992919791653,11846.0
14,3,1500,151.4707552179547,72405.0
1,5,1500,360.9830214833177,13808.0
14,4,3000,18.400187078417996,152979.0
1,1,2500,387.60703438250374,4769.0
8,3,3000,440.6602981072985,64379.0
2,2,3000,403.8157582270963,17698.0
2,5,1500,199.27051098733216,22245.0
10,2,3000,495.7577490765256,70921.0
11,1,2500,429.3263982704892,26903.0
2,5,2500,76.97839375456672,24062.0
14,3,2000,117.08653232298903,83279.0
5,1,3000,382.26504790694315,14150.0
5,5,2000,173.64968013361568,47645.0
5,2,2500,71.65976486774217,27630.0
7,6,2000,92.98139588993533,93220.0
3,5,2000,99.37030832424038,28202.0
6,3,2500,286.6745440910293,52534.0
3,4,2000,364.4312720576984,31502.0
1,4,2500,105.84136491264897,14016.0
6,4,2000,427.4979662179327,58716.0
10,1,3000,168.60756450091708,34829.0
11,2,1800,186.9348830363765,43517.0
5,2,5000,134.09917264446455,57446.0
5,5,2000,471.1236815659146,50918.0
12,1,1800,575.8882997621263,23557.0
10,4,1800,295.49990920685565,76370.0
12,5,5000,25.218384859195318,291842.0
13,6,1500,156.34158985528552,127359.0
12,2,2000,94.83017467130763,52615.0
14,1,2500,505.6573709112107,38807.0
6,5,3000,50.9123924599231,89106.0
6,1,2500,579.8857444130302,15856.0
5,1,1500,353.1082659747756,10167.0
4,6,1500,310.64387224449797,45318.0
11,6,1500,508.4103734515121,98407.0
11,5,2500,16.528572774873695,134664.0
12,6,2500,466.2916496442058,155101.0
3,1,2500,69.96242734110993,7813.0
7,1,2500,504.4668593642593,19059.0
4,2,2000,317.5057315427171,17305.0
13,1,5000,36.677641416055074,78791.0
4,6,1500,499.9470232807946,41781.0
3,1,5000,16.388470242750984,16398.0
8,4,2500,83.02241573616209,105731.0
13,6,1800,478.69471429597735,172849.0
13,5,3000,278.9226743147346,199821.0
2,2,1800,528.8332226129003,9976.0
5,3,2500,381.2575636746501,35731.0
3,4,1800,374.1172526222448,26257.0
5,5,3000,175.34106367920893,72294.0
8,3,3000,80.20831413104013,66927.0
4,2,3000,576.7034345380096,27515.0
1,5,2000,62.878613486037096,11120.0
8,6,2500,317.40636004414057,135269.0
1,3,1500,163.54115450086815,5570.0
4,1,1800,158.48439814887283,7218.0
1,4,2500,356.75173158168786,15410.0
2,6,1800,478.7604703073213,32323.0
7,6,2500,466.3076896987672,144837.0
12,3,1500,521.2810135161321,61958.0
11,1,1800,175.74164274742026,16894.0
2,4,1800,279.45082902904426,19842.0
1,5,2000,5.600743932014973,10796.0
5,6,2500,448.1145738818193,84477.0
10,1,1800,181.40586728536982,16188.0
11,2,3000,336.89611996211187,84830.0
12,3,5000,101.58016921167041,159385.0
5,1,5000,491.63970428059713,29192.0
3,6,2000,490.3633315669667,48929.0
1,1,3000,526.4717488517733,5488.0
3,4,2500,27.5621982640337,37360.0
1,6,3000,595.4752258650083,34543.0
13,5,2000,148.66764866381672,124351.0
4,5,2000,185.66021162840966,49917.0
12,2,5000,149.60143751426767,112357.0
8,5,3000,160.51961901991942,125653.0
8,3,1500,331.59681366218797,34233.0
7,1,1800,143.88632658226774,11639.0
12,3,5000,236.26278684024285,183966.0
1,3,2000,393.3639494659292,11205.0
2,4,3000,501.6157221466361,26108.0
6,2,2000,415.6449001601277,29005.0
6,3,2000,356.5937068723939,36507.0
8,3,2500,88.63713752464122,71199.0
11,2,2500,489.66936092476953,56481.0
9,5,2000,22.36493279582321,79038.0
4,2,3000,158.51499794118124,25499.0
5,5,5000,34.23535015917671,112598.0
11,2,1500,400.45738535067755,42158.0
3,6,3000,221.0226495561087,59308.0
8,3,3000,391.22908992292,75311.0
8,1,2500,208.2185755821542,22366.0
11,1,1800,273.4444384796965,18520.0
11,5,2500,274.7766060997085,122500.0
7,6,2000,27.34839220052676,88908.0
5,2,1500,258.13591580760215,14955.0
6,4,3000,384.6386178691216,68490.0
6,4,2000,327.6313476452603,58866.0
4,1,2000,45.17025976697235,8713.0
9,3,2500,400.8335914120493,62209.0
3,5,3000,185.31765294915655,45219.0
10,6,3000,8.660881667413257,161687.0
11,6,2000,93.35733425054713,166134.0
14,1,2500,298.5357943899357,40351.0
2,2,2000,186.2409954180412,9023.0
11,3,2500,416.6298082521305,93764.0
2,1,1800,144.39208533945867,3550.0
5,4,2500,463.6777010851012,52966.0
3,1,2000,171.88630883638797,6772.0
3,1,1800,372.5182245506494,7274.0
3,1,5000,479.52982815070806,16721.0
1,2,5000,231.33367718624933,12209.0
12,5,2000,28.082965089282276,121700.0
1,2,2500,321.26731263532855,7423.0
6,6,1800,597.2454369267001,76371.0
10,2,2500,581.3951198261482,51926.0
14,1,1500,132.61331636650092,22138.0
12,3,2000,453.4179056545514,81354.0
2,5,2000,206.97109909203957,24721.0
14,1,1800,96.16348810985488,22210.0
10,1,3000,399.5488203614959,28029.0
3,6,1500,300.52123771606136,35890.0
7,4,2000,323.5383345934064,72993.0
13,3,3000,496.4355973413051,125227.0
6,5,3000,201.92620553245385,89506.0
3,6,2000,400.2568557333978,46851.0
13,3,2000,219.71488017757517,70354.0
14,4,1500,25.634337948257514,98767.0
14,1,2500,226.80906440180934,36720.0
14,2,3000,570.0206779224808,81724.0
13,4,3000,289.9574892530502,157456.0
7,2,1500,64.9382621021209,20201.0
3,6,2500,412.6960976257355,64264.0
9,6,1800,578.0276098311127,108410.0
4,2,5000,544.7671479265542,45193.0
7,3,2000,343.1765026848832,49405.0
10,2,5000,225.7684466091187,93147.0
14,4,3000,348.40660110554427,177657.0
5,1,2500,489.5586373195497,14942.0
4,3,2000,516.7424052110725,25063.0
11,4,1500,491.3063309654647,76135.0
