days,travellers,daily_budget,distance_km,month,interests,category,season,total_spend
5,2,1891,492.6,12,tea adventure heritage,heritage,autumn,22850.8
10,3,6875,454.3,7,adventure sunset food,nature,monsoon,211701.59999999998
9,2,2352,407.4,10,food beach,mountain,autumn,45595.2
7,5,4431,553.8,4,heritage beach,mountain,summer,166161.0
6,2,2743,256.6,6,sunset heritage,city,monsoon,34968.8
2,4,2459,246.0,6,hills sunset lake,beach,monsoon,23608.0
4,4,5104,113.3,4,hills food,mountain,summer,83476.8
8,5,6577,179.9,9,wildlife shopping heritage,nature,monsoon,266678.0
13,6,3981,530.3,11,beach,beach,autumn,323245.19999999995
13,1,1798,295.1,4,shopping tea wildlife,city,summer,24554.4
3,6,2560,218.0,2,lake hills heritage,mountain,winter,51312.0
10,1,1984,145.3,10,food shopping tea,mountain,autumn,20421.2
2,4,7156,301.3,11,food,mountain,autumn,62068.8
10,3,3100,435.7,12,hills,beach,autumn,98228.4
5,4,3492,186.3,4,tea heritage,heritage,summer,72820.8
7,5,1311,459.5,9,adventure sunset,nature,monsoon,55075.0
11,6,4011,385.3,9,beach food wildlife,mountain,monsoon,273973.19999999995
6,3,7380,476.8,10,hills,city,autumn,138561.59999999998
12,6,3749,165.5,10,lake,heritage,autumn,273900.0
8,2,5488,386.0,12,beach lake sunset,nature,autumn,90896.0
14,2,2109,109.2,6,tea,nature,monsoon,59925.6
9,3,1829,231.0,1,lake wildlife hills,heritage,winter,52155.0
5,4,6067,440.1,3,heritage hills shopping,beach,summer,128381.6
11,5,1273,386.4,11,hills shopping lake,city,autumn,77743.0
6,5,4028,129.0,11,lake wildlife,mountain,autumn,123420.0
8,2,3080,517.8,1,adventure tea,beach,winter,53422.4
2,2,917,50.9,5,adventure shopping,nature,monsoon,4075.2
2,6,4624,365.2,3,lake,city,summer,64252.799999999996
9,3,7740,590.6,4,food,heritage,summer,216067.19999999998
3,2,1297,328.3,8,heritage beach lake,mountain,monsoon,10408.4
14,6,6673,484.4,7,heritage lake,mountain,monsoon,572157.6000000001
12,3,4682,365.2,6,food lake,nature,monsoon,172934.40000000002
10,6,6009,474.2,6,shopping wildlife,mountain,monsoon,371920.80000000005
11,6,1495,400.2,8,tea,city,monsoon,108274.79999999999
9,6,7057,420.9,9,hills food,mountain,monsoon,391179.6
1,4,882,152.1,1,lake food heritage,mountain,winter,5961.6
6,5,7329,450.3,2,food,beach,winter,228876.0
7,6,5536,158.0,5,shopping heritage wildlife,heritage,monsoon,236304.0
13,2,3229,588.8,6,beach food,beach,monsoon,88664.4
4,1,851,152.1,12,tea adventure lake,city,autumn,4012.4
7,2,5198,157.3,11,tea wildlife,city,autumn,74030.4
5,4,1429,518.0,8,heritage,beach,monsoon,36868.0
2,4,5183,160.9,1,beach adventure,beach,winter,44038.4
2,1,6366,229.3,2,hills shopping,city,winter,13649.2
6,4,2724,434.5,6,adventure food,beach,monsoon,72328.0
2,2,2518,112.1,8,beach,nature,monsoon,10968.8
1,4,2398,112.3,8,lake,city,monsoon,11388.8
5,4,2418,302.1,2,beach shopping food,beach,winter,53193.6
3,4,1620,161.3,11,adventure heritage,heritage,autumn,22020.8
8,3,2597,156.7,6,wildlife heritage food,mountain,monsoon,64208.399999999994
1,3,5547,25.4,8,sunset,nature,monsoon,16945.800000000003
5,5,2978,234.9,1,tea,city,winter,79148.0
7,5,6422,204.6,10,tea,heritage,autumn,228862.0
14,5,6698,38.1,7,tea,mountain,monsoon,469622.0
9,3,6278,380.3,3,shopping adventure wildlife,city,summer,174069.59999999998
13,3,4684,383.5,4,adventure food hills,nature,summer,187278.0
5,2,3077,61.1,5,hills tea,beach,monsoon,31258.8
7,4,7495,203.9,1,tea food shopping,mountain,winter,213122.4
6,1,2277,526.2,12,food,mountain,autumn,15766.8
13,3,4144,357.7,10,beach lake food,heritage,autumn,165908.40000000002
14,2,4066,258.9,11,shopping wildlife tea,city,autumn,115919.2
14,4,6168,289.8,5,adventure,beach,monsoon,350044.8
11,6,4737,140.8,7,hills,heritage,monsoon,316021.19999999995
8,6,6556,490.9,6,heritage,city,monsoon,326469.6
8,3,7417,550.1,6,wildlife,city,monsoon,184609.2
14,1,3612,548.2,8,heritage,heritage,monsoon,52760.8
4,2,7098,149.9,6,hills food wildlife,mountain,monsoon,57983.2
5,1,2021,200.2,10,food beach,beach,autumn,10905.8
13,5,7395,113.2,1,wildlife,city,winter,482939.0
6,6,2081,198.2,3,adventure food,nature,summer,79672.79999999999
4,4,6921,213.0,11,food,mountain,autumn,114144.0
8,2,3609,387.2,11,food shopping beach,heritage,autumn,60841.6
5,1,7744,130.0,10,wildlife shopping,heritage,autumn,39240.0
13,6,1730,553.3,5,beach adventure heritage,city,monsoon,148219.2
13,2,4151,79.8,6,hills,city,monsoon,108564.4
5,1,7293,24.0,1,wildlife hills tea,city,winter,36561.0
8,2,1141,515.9,4,sunset wildlife,beach,summer,22383.2
14,2,2708,428.2,9,heritage lake shopping,beach,monsoon,79249.6
11,4,1401,226.1,5,shopping adventure,mountain,monsoon,65261.6
4,6,3113,365.4,6,lake wildlife,heritage,monsoon,83481.6
9,2,3609,149.7,2,shopping wildlife,nature,winter,66159.6
9,5,5256,117.7,6,wildlife hills,city,monsoon,238874.0
10,1,2655,293.3,9,beach wildlife lake,city,monsoon,27723.2
1,1,1942,224.8,7,wildlife,city,monsoon,2841.2
5,1,2023,376.8,7,heritage beach,beach,monsoon,11622.2
12,6,7556,146.5,11,adventure,heritage,autumn,547548.0
4,4,7663,404.5,3,heritage hills,city,summer,129080.0
5,5,2394,464.8,4,hills tea wildlife,city,summer,69146.0
5,1,2207,116.6,8,lake,mountain,monsoon,11501.4
3,1,1190,45.4,6,hills,heritage,monsoon,3751.6
3,6,7707,275.0,12,tea heritage,nature,autumn,145326.0
5,1,5884,468.9,1,food,beach,winter,31295.6
13,1,6278,397.5,2,beach,mountain,winter,83204.0
1,4,2892,427.1,5,hills,mountain,monsoon,18401.6
4,4,5414,253.6,6,lake sunset,city,monsoon,90681.6
1,2,1230,156.3,11,adventure food heritage,beach,autumn,3710.4
8,3,5667,328.4,6,lake shopping,beach,monsoon,139948.8
4,5,4973,138.5,6,wildlife adventure tea,nature,monsoon,102230.0
12,3,3186,441.2,3,beach hills,nature,summer,119990.40000000001
9,3,5915,134.2,6,lake,nature,monsoon,161315.40000000002
11,1,5454,188.9,7,hills,beach,monsoon,60749.6
9,3,3960,313.8,8,adventure shopping hills,nature,monsoon,110685.59999999999
7,5,2144,302.3,8,adventure,city,monsoon,81086.0
13,4,969,368.5,6,food hills sunset,beach,monsoon,56284.0
7,6,7551,273.7,2,sunset wildlife,heritage,winter,323710.80000000005
14,1,2825,553.3,2,food shopping heritage,beach,winter,41763.2
14,1,2972,507.2,2,beach heritage hills,mountain,winter,43636.8
9,4,5703,529.9,8,hills food,city,monsoon,213786.4
10,2,2637,385.1,11,shopping lake wildlife,mountain,autumn,55820.8
4,4,3505,388.3,11,lake adventure beach,nature,autumn,62292.8
12,6,5920,373.3,4,beach wildlife,mountain,summer,435199.19999999995
10,3,5086,272.2,1,sunset wildlife adventure,heritage,winter,155846.40000000002
13,4,5526,206.8,8,sunset beach,nature,monsoon,290660.8
4,5,833,363.4,1,food heritage lake,nature,winter,23928.0
12,1,4049,34.8,8,heritage,city,monsoon,48727.2
7,6,4221,24.3,5,beach heritage shopping,nature,monsoon,177865.2
3,2,5353,514.0,11,beach sunset,nature,autumn,36230.0
3,5,1890,46.9,8,lake,city,monsoon,29288.0
8,4,1948,324.4,9,tea,nature,monsoon,67526.4
5,1,6289,376.7,5,hills,city,monsoon,32951.8
2,5,5647,134.9,11,heritage food,heritage,autumn,59168.0
6,2,6640,539.5,7,tea wildlife,city,monsoon,83996.0
10,4,2748,130.3,8,hills shopping,nature,monsoon,112004.8
5,6,7982,533.0,5,food,nature,monsoon,252252.0
14,6,2764,462.5,6,hills beach,beach,monsoon,243276.0
11,6,5486,159.6,11,shopping wildlife,beach,autumn,365906.4
8,3,1967,107.4,5,lake food hills,beach,monsoon,48496.8
14,4,7413,203.4,1,shopping,heritage,winter,418382.4
7,2,3193,250.8,5,adventure food,mountain,monsoon,46708.4
2,6,6577,162.6,5,sunset hills shopping,mountain,monsoon,82826.4
1,3,3185,599.4,6,adventure shopping,heritage,monsoon,16747.800000000003
14,5,6494,153.2,1,hills,mountain,winter,457644.0
14,3,4070,501.8,2,food hills,beach,winter,176961.59999999998
11,5,1249,112.3,4,shopping,nature,summer,70941.0
2,2,2171,588.5,6,adventure beach lake,nature,monsoon,13392.0
5,5,5720,150.8,1,tea heritage,beach,winter,146016.0
1,1,2189,264.6,5,shopping wildlife lake,mountain,monsoon,3247.4
1,1,2782,344.0,4,beach food tea,mountain,summer,4158.0
4,3,4700,89.8,1,lake,heritage,winter,57477.600000000006
9,3,2621,493.8,4,tea adventure,mountain,summer,76692.6
1,5,1727,179.3,4,heritage wildlife,beach,summer,12221.0
14,3,5294,338.6,2,sunset tea wildlife,mountain,winter,226411.19999999998
7,1,5760,338.8,10,heritage,nature,autumn,41675.2
4,2,6077,369.5,1,sunset hills,heritage,winter,51572.0
8,3,7596,52.2,7,heritage,beach,monsoon,182930.40000000002
12,4,1696,117.8,8,beach tea,city,monsoon,83292.8
5,4,3872,113.5,10,wildlife tea,mountain,autumn,79256.0
1,2,2484,195.2,7,hills,mountain,monsoon,6529.6
1,4,7287,104.1,7,tea hills,beach,monsoon,30813.6
12,4,4686,554.7,10,beach,mountain,autumn,233803.2
2,5,1507,317.5,11,lake,nature,autumn,21420.0
9,4,5783,381.7,3,beach tea wildlife,heritage,summer,214295.2
6,5,1109,227.3,10,beach lake heritage,heritage,autumn,37816.0
11,2,2774,180.2,6,food,nature,monsoon,62469.6
1,5,5993,311.8,2,tea,beach,winter,36201.0
13,1,4443,190.7,8,adventure,mountain,monsoon,58521.8
10,1,6279,219.3,12,lake shopping,heritage,autumn,63667.2
7,6,4912,282.6,2,beach lake sunset,heritage,winter,213086.40000000002
3,3,6870,313.3,1,tea adventure hills,nature,winter,65589.6
14,4,4850,590.9,11,lake,nature,autumn,281054.4
5,4,1209,149.5,8,lake beach sunset,nature,monsoon,26572.0
7,5,1313,303.0,3,food beach heritage,city,summer,52015.0
6,2,6393,106.7,10,beach,nature,autumn,77569.6
4,2,1077,223.0,5,wildlife,nature,monsoon,10400.0
6,1,3511,436.0,4,beach wildlife,mountain,summer,22810.0
3,6,915,121.2,4,heritage,nature,summer,19378.800000000003
1,2,2984,357.2,8,adventure,heritage,monsoon,8825.6
5,4,5084,261.7,2,tea lake,city,winter,105867.2
2,3,2045,49.9,5,hills,heritage,monsoon,12868.800000000001
6,1,4155,561.2,4,food,heritage,summer,27174.8
13,3,7971,259.9,1,wildlife food,heritage,winter,313987.80000000005
3,1,1307,474.7,10,hills,beach,autumn,5819.8
1,2,1258,261.5,1,adventure lake sunset,mountain,winter,4608.0
2,1,2752,563.7,12,adventure lake hills,mountain,autumn,7758.8
8,5,6754,188.5,2,adventure tea sunset,heritage,winter,273930.0
4,4,3721,259.1,5,tea,heritage,monsoon,63681.6
7,6,5404,460.1,2,food beach wildlife,beach,winter,238010.40000000002
1,3,1043,219.3,5,tea food,beach,monsoon,5760.6
5,2,6092,231.3,8,adventure wildlife,nature,monsoon,62770.4
6,4,1285,597.0,2,beach hills tea,city,winter,40392.0
7,6,5924,342.3,7,shopping beach food,beach,monsoon,257023.19999999998
8,4,1865,419.8,10,food tea,city,autumn,66396.8
11,1,6980,393.2,6,lake,beach,monsoon,78352.8
7,2,2932,500.2,2,food wildlife beach,mountain,winter,45049.6
12,6,2123,519.9,9,lake beach wildlife,heritage,monsoon,165333.59999999998
8,4,3224,346.7,3,shopping lake,heritage,summer,108715.2
4,6,805,190.8,1,sunset,city,winter,23899.199999999997
4,4,1988,33.2,6,sunset adventure food,beach,monsoon,32339.2
5,1,5109,376.4,4,heritage shopping,beach,summer,27050.6
9,6,2965,498.8,1,food,nature,winter,172081.2
4,5,3347,281.3,10,food,nature,autumn,72566.0
13,5,6612,115.5,8,lake hills,mountain,monsoon,432090.0
7,6,1691,187.1,11,wildlife,heritage,autumn,75512.4
13,2,3650,315.8,6,heritage beach lake,mountain,monsoon,97426.4
10,6,2140,505.3,6,food,city,monsoon,140527.2
5,2,4276,119.6,11,adventure,beach,autumn,43716.8
4,6,3188,375.0,1,food,heritage,winter,85512.0
11,2,1132,457.0,5,shopping,nature,monsoon,28560.0
5,4,1305,562.9,10,tea beach,beach,autumn,35106.4
4,5,6936,87.7,4,shopping,heritage,summer,140474.0
14,1,1209,557.3,11,adventure tea,beach,autumn,19155.2
7,1,6435,368.9,4,food sunset,nature,summer,46520.6
1,6,7395,464.7,5,food heritage adventure,heritage,monsoon,55522.799999999996
7,1,4153,51.2,11,heritage beach,beach,autumn,29275.8
7,4,3047,313.6,3,wildlife,mountain,summer,90333.6
13,6,6389,381.1,12,heritage lake,mountain,autumn,507488.39999999997
10,4,7872,198.0,1,adventure wildlife,city,winter,318048.0
3,3,1667,270.4,4,shopping tea sunset,mountain,summer,18247.800000000003
3,3,7743,341.5,8,hills,city,monsoon,73785.0
9,4,7594,340.5,8,adventure wildlife,nature,monsoon,278832.0
1,4,1826,44.3,11,wildlife beach tea,city,autumn,8012.8
5,4,1194,274.9,12,tea wildlife hills,city,autumn,28278.4
2,1,5947,144.0,9,adventure beach wildlife,mountain,monsoon,12470.0
1,4,1359,551.7,8,sunset beach,nature,monsoon,14263.2
13,5,5125,586.4,4,lake,heritage,summer,344853.0
2,5,1266,193.8,10,adventure wildlife sunset,beach,autumn,16536.0
1,1,5772,121.6,8,wildlife,heritage,monsoon,6258.4
14,5,2468,147.3,1,sunset,nature,winter,175706.0
3,5,1492,297.1,10,heritage,beach,autumn,28322.0
12,2,1279,527.2,5,wildlife adventure,city,monsoon,34913.6
1,6,2157,310.0,6,adventure hills,mountain,monsoon,20382.0
3,4,4693,52.1,6,beach,city,monsoon,57149.6
2,3,1351,43.1,10,tea,mountain,autumn,8623.2
10,5,6576,151.9,4,adventure heritage tea,nature,summer,331838.0
9,4,5149,508.8,5,tea,mountain,monsoon,193504.8
7,4,2940,380.5,1,food adventure,city,winter,88408.0
4,2,7903,346.5,5,food tea sunset,city,monsoon,65996.0
2,6,5541,205.0,2,wildlife,heritage,winter,71412.0
8,6,5638,559.1,7,wildlife hills,city,monsoon,284042.4
4,1,2052,212.1,11,adventure,heritage,autumn,9056.4
9,5,5917,504.3,6,heritage,mountain,monsoon,276351.0
10,1,4826,539.6,11,beach sunset,city,autumn,50418.4
12,3,7889,300.3,12,shopping tea,nature,autumn,287607.6
7,6,4241,538.7,1,lake wildlife shopping,mountain,winter,191050.8
1,2,5681,180.5,7,hills,beach,monsoon,12806.0
4,3,3256,401.9,7,sunset,heritage,monsoon,43894.8
12,2,1089,71.0,5,sunset,mountain,monsoon,26704.0
8,5,1721,294.9,10,heritage,heritage,autumn,74738.0
9,3,7042,146.1,5,lake hills,beach,monsoon,191887.2
7,4,6114,56.4,1,adventure,heritage,winter,172094.4
3,6,3425,22.2,7,sunset adventure,heritage,monsoon,62182.799999999996
13,4,5824,208.4,3,beach shopping wildlife,nature,summer,306182.4
11,5,831,361.9,5,wildlife tea food,heritage,monsoon,52943.0
14,1,1067,284.0,7,hills food sunset,city,monsoon,16074.0
12,2,4452,195.0,9,heritage sunset wildlife,city,monsoon,108408.0
5,6,5299,594.9,4,food,nature,summer,173247.59999999998
4,6,7546,564.9,5,hills tea,city,monsoon,194661.59999999998
4,4,6269,92.9,1,hills,city,winter,101790.4
13,3,2652,260.8,5,beach,beach,monsoon,106557.59999999999
8,2,6668,396.3,7,heritage shopping,mountain,monsoon,109858.4
7,6,4338,445.4,8,sunset tea,heritage,monsoon,192885.59999999998
14,5,6747,232.5,4,sunset,nature,summer,476940.0
9,2,2051,452.8,1,wildlife hills,beach,winter,40540.4
13,4,988,92.0,7,hills sunset,nature,monsoon,52848.0
14,4,1215,212.5,8,sunset shopping food,mountain,monsoon,71440.0
2,3,7934,435.5,2,tea heritage wildlife,heritage,winter,52830.0
6,6,1379,382.9,7,lake hills wildlife,nature,monsoon,58833.600000000006
11,1,7563,505.6,2,sunset,beach,winter,85215.4
12,2,6034,47.2,6,wildlife beach sunset,beach,monsoon,145193.6
3,1,1851,121.1,8,heritage beach,mountain,monsoon,6037.4
5,5,7021,48.1,9,sunset food,beach,monsoon,176487.0
8,4,1838,131.4,9,wildlife beach adventure,city,monsoon,60918.4
12,6,1831,22.5,10,shopping heritage,mountain,autumn,132372.0
2,4,4943,312.4,3,sunset lake beach,heritage,summer,44542.4
9,1,2875,326.4,11,food heritage shopping,beach,autumn,27180.6
5,3,2893,401.6,5,wildlife lake,nature,monsoon,48214.2
4,1,2204,243.2,5,wildlife tea,city,monsoon,9788.8
8,5,5175,21.9,10,food,heritage,autumn,207438.0
6,5,993,410.9,4,food heritage tea,mountain,summer,38008.0
9,6,2564,51.5,1,shopping tea wildlife,heritage,winter,139692.0
5,3,4784,522.4,9,food sunset wildlife,nature,monsoon,78028.79999999999
12,2,4303,33.1,8,shopping hills adventure,mountain,monsoon,103536.8
2,1,5839,327.7,7,adventure hills sunset,city,monsoon,12988.8
13,3,2356,539.1,2,heritage,city,winter,98353.20000000001
1,3,5464,352.0,8,lake,nature,monsoon,20616.0
11,5,6271,372.9,3,sunset tea,beach,summer,352363.0
5,5,3593,415.3,7,beach hills,nature,monsoon,98131.0
6,1,2649,91.0,7,adventure,nature,monsoon,16258.0
1,2,4796,411.5,10,food shopping sunset,city,autumn,12884.0
10,4,4967,530.6,12,heritage beach food,heritage,autumn,207169.6
3,3,1477,585.0,3,sunset food,mountain,summer,20313.0
10,1,4868,277.0,2,wildlife adventure shopping,nature,winter,49788.0
11,6,1910,219.8,7,shopping,beach,monsoon,131335.2
12,5,4895,456.9,12,shopping heritage hills,nature,autumn,302838.0
10,4,7508,334.9,2,shopping sunset,nature,winter,305678.4
5,2,4666,169.2,6,food heritage,nature,monsoon,48013.6
11,6,6282,119.9,5,sunset heritage food,nature,monsoon,417489.60000000003
12,1,3029,118.7,4,wildlife shopping,nature,summer,36822.8
5,3,7443,286.3,8,food shopping lake,heritage,monsoon,115080.59999999999
2,5,6651,118.7,4,heritage lake,nature,summer,68884.0
13,6,7400,31.4,6,tea,beach,monsoon,577953.6000000001
3,2,6139,50.2,11,tea,heritage,autumn,37235.6
9,4,5475,559.3,5,adventure,heritage,monsoon,206048.8
4,2,4580,62.3,1,shopping lake,heritage,winter,37138.4
2,1,7483,62.4,11,tea adventure,heritage,autumn,15215.6
11,3,6906,281.7,4,beach hills lake,beach,summer,231278.40000000002
3,6,3800,162.2,10,wildlife,city,autumn,72292.79999999999
10,5,1416,578.4,10,lake sunset,city,autumn,82368.0
10,3,826,548.4,7,beach lake sunset,beach,monsoon,31360.800000000003
1,2,2481,254.8,2,food lake hills,mountain,winter,7000.4
3,1,1250,280.3,12,tea lake,mountain,autumn,4871.2
12,2,2322,237.6,9,lake heritage,city,monsoon,57628.8
8,1,1588,42.0,6,heritage adventure,city,monsoon,12872.0
2,2,7863,189.9,11,heritage tea beach,mountain,autumn,32971.2
14,5,1486,91.2,10,hills tea,heritage,autumn,105844.0
4,1,5313,79.4,10,heritage lake tea,mountain,autumn,21569.6
1,1,3332,345.3,3,lake,beach,summer,4713.2
13,4,2054,77.3,8,lake sunset,mountain,monsoon,108044.8
1,2,5849,79.7,4,wildlife,beach,summer,12335.6
8,3,7787,298.7,1,wildlife beach,city,winter,190472.40000000002
14,1,6492,276.5,5,shopping,heritage,monsoon,91994.0
9,2,7821,99.8,2,heritage shopping beach,beach,winter,141576.4
9,3,5049,22.6,2,tea beach lake,nature,winter,136594.2
6,5,5649,131.9,9,heritage shopping,mountain,monsoon,172108.0
2,3,1854,156.8,7,adventure,nature,monsoon,13005.599999999999
9,4,6937,484.1,5,hills,city,monsoon,257477.6
13,4,6184,551.0,3,wildlife,city,summer,330384.0
2,2,2628,255.4,10,adventure sunset,city,autumn,12555.2
13,2,3354,254.9,8,lake hills,mountain,monsoon,89243.2
6,3,5198,433.2,8,food sunset lake,beach,monsoon,98762.40000000001
8,1,893,383.6,3,beach,beach,summer,8678.4
3,5,6688,126.8,2,adventure shopping,beach,winter,102856.0
9,4,2820,82.5,2,beach adventure,heritage,winter,102840.0
3,2,1339,273.8,1,tea hills heritage,heritage,winter,10224.4
4,3,3180,347.6,12,food wildlife hills,city,autumn,42331.2
11,2,6817,100.5,5,tea shopping wildlife,beach,monsoon,150778.0
1,4,2774,190.1,8,lake heritage,mountain,monsoon,14137.6
7,5,4682,197.4,12,lake sunset hills,heritage,autumn,167818.0
9,1,6645,171.6,12,beach,heritage,autumn,60491.4
2,3,1042,287.2,4,adventure sunset,nature,summer,9698.400000000001
5,1,6271,398.8,6,adventure shopping tea,beach,monsoon,32950.2
5,3,2878,315.4,6,beach,nature,monsoon,46954.8
10,2,5807,136.8,1,lake,beach,winter,117234.4
14,3,2154,79.7,10,shopping,nature,autumn,91424.4
12,3,1800,496.7,7,heritage shopping tea,city,monsoon,70760.4
3,2,6475,298.0,5,wildlife sunset,beach,monsoon,41234.0
1,3,6616,56.0,7,wildlife tea shopping,beach,monsoon,20520.0
1,5,7865,169.7,9,sunset adventure food,heritage,monsoon,42719.0
9,5,5675,486.3,1,beach sunset hills,beach,winter,265101.0
3,1,4154,456.0,8,shopping adventure heritage,city,monsoon,14286.0
4,3,2202,528.0,11,beach lake wildlife,heritage,autumn,32760.0
12,6,2925,369.2,9,food,nature,monsoon,219460.80000000002
13,4,5466,265.3,8,tea adventure,mountain,monsoon,288476.8
12,2,3291,267.4,2,heritage,mountain,winter,81123.2
4,4,4281,132.5,9,heritage sunset,mountain,monsoon,70616.0
9,1,2010,397.5,10,shopping wildlife beach,city,autumn,19680.0
9,1,3963,359.3,6,sunset tea,heritage,monsoon,37104.2
3,4,2513,109.8,7,hills shopping,mountain,monsoon,31912.8
8,4,1607,533.7,8,tea sunset wildlife,beach,monsoon,59963.2
8,5,1750,233.7,2,sunset shopping adventure,nature,winter,74674.0
6,3,4531,48.8,4,hills heritage shopping,heritage,summer,82143.6
11,6,3438,210.2,10,wildlife adventure tea,heritage,autumn,231952.80000000002
10,3,1519,524.5,12,shopping hills tea,mountain,autumn,51864.0
8,5,4502,551.8,4,food,nature,summer,191116.0
11,1,1982,304.4,5,sunset food,beach,monsoon,23019.6
11,1,911,574.7,11,heritage,nature,autumn,12319.8
8,5,1754,527.6,2,sunset hills adventure,heritage,winter,80712.0
4,6,4029,498.6,4,tea food shopping,mountain,summer,108662.40000000001
11,6,7669,518.6,1,food,mountain,winter,518600.39999999997
11,2,2540,241.5,3,heritage shopping,nature,summer,57812.0
14,1,2851,458.8,8,tea,city,monsoon,41749.2
3,6,2547,354.9,5,lake,heritage,monsoon,54363.600000000006
6,4,3357,437.4,12,beach,city,autumn,87566.4
13,2,5964,123.1,11,adventure,beach,autumn,156048.8
8,5,3118,444.2,11,tea sunset,city,autumn,133604.0
14,6,5534,575.4,9,beach lake,beach,monsoon,478665.60000000003
1,2,7267,195.5,9,sunset,mountain,monsoon,16098.0
1,5,7612,592.0,7,wildlife lake,nature,monsoon,49900.0
12,5,4853,239.5,12,sunset,mountain,autumn,295970.0
6,4,5935,135.8,2,shopping lake hills,city,winter,144612.8
8,4,7417,85.1,9,shopping hills sunset,city,monsoon,238705.6
6,2,6464,475.3,2,lake,nature,winter,81370.4
6,6,2959,341.8,5,food lake,nature,monsoon,114727.20000000001
14,6,1750,198.1,4,lake wildlife,heritage,summer,151754.40000000002
2,6,1626,372.9,8,adventure food,heritage,monsoon,28461.600000000002
11,5,7150,212.6,10,wildlife shopping,nature,autumn,397502.0
13,1,4804,280.0,1,tea,city,winter,63572.0
10,3,2933,520.3,8,tea beach adventure,beach,monsoon,94233.6
6,3,3287,407.5,3,adventure heritage,mountain,summer,64056.0
3,6,2828,462.2,1,heritage,beach,winter,61996.799999999996
10,4,6573,358.4,6,shopping,beach,monsoon,268654.4
7,4,5209,595.0,7,shopping,beach,monsoon,155372.0
3,1,7131,160.0,3,lake,heritage,summer,22033.0
6,5,2972,172.1,5,hills lake,city,monsoon,92602.0
14,3,4202,73.7,12,beach hills,nature,autumn,177368.40000000002
4,1,1676,341.3,5,lake food,nature,monsoon,8069.2
3,6,7793,375.7,12,beach adventure,mountain,autumn,149290.8
10,2,4485,441.1,11,tea heritage hills,beach,autumn,93228.8
3,1,4781,214.6,5,sunset,nature,monsoon,15201.4
13,1,3778,27.1,7,adventure,beach,monsoon,49222.4
13,3,2750,386.7,9,shopping wildlife,heritage,monsoon,111890.40000000001
14,1,7628,599.2,6,sunset adventure,nature,monsoon,109188.8
13,6,4320,190.8,5,beach heritage wildlife,mountain,monsoon,341539.19999999995
4,4,5658,126.7,4,lake adventure sunset,beach,summer,92555.2
3,2,1068,183.4,2,sunset lake hills,mountain,winter,7875.2
5,1,2786,266.7,1,beach food,beach,winter,14996.8
7,3,6588,165.5,5,wildlife,heritage,monsoon,140334.0
13,1,1432,221.2,10,shopping,nature,autumn,19500.8
11,6,1530,390.2,3,sunset beach,heritage,summer,110344.79999999999
10,2,6630,220.1,3,wildlife heritage shopping,nature,summer,134360.8
13,3,3022,249.7,4,lake food,city,summer,120854.40000000001
10,1,2771,43.2,8,shopping,heritage,monsoon,27882.8
6,1,4870,552.4,3,beach shopping hills,beach,summer,31429.6
6,2,2203,256.0,3,shopping food,beach,summer,28484.0
8,1,1109,210.3,2,lake adventure tea,city,winter,9713.2
2,5,832,70.2,4,shopping,mountain,summer,9724.0
11,6,1371,387.8,3,beach shopping,heritage,summer,99793.20000000001
10,6,1941,521.0,10,sunset,heritage,autumn,128964.0
11,2,5812,43.9,11,heritage sunset wildlife,heritage,autumn,128215.2
8,5,2945,104.3,5,adventure sunset,mountain,monsoon,119886.0
11,4,1316,104.9,2,sunset food,mountain,winter,59582.4
14,1,903,369.3,2,wildlife,nature,winter,14119.2
8,1,4234,554.3,4,heritage sunset wildlife,beach,summer,36089.2
7,4,6848,273.9,6,tea,mountain,monsoon,196126.4
2,3,3238,219.4,7,wildlife shopping,nature,monsoon,22060.800000000003
11,1,1259,464.2,4,sunset,mountain,summer,15705.8
13,6,2442,450.7,5,shopping hills,mountain,monsoon,201292.80000000002
10,5,4395,163.1,4,shopping adventure tea,city,summer,223012.0
13,4,2159,113.3,7,heritage wildlife hills,mountain,monsoon,114080.8
13,6,7845,227.5,9,shopping food,city,monsoon,617370.0
12,6,6296,469.8,1,adventure,city,winter,464587.19999999995
8,6,3280,423.1,6,tea lake,heritage,monsoon,167594.40000000002
2,2,7651,406.2,8,sunset tea,beach,monsoon,33853.6
1,6,3140,501.1,9,hills,mountain,monsoon,30866.399999999998
3,4,1809,180.7,7,adventure beach,city,monsoon,24599.2
7,5,7555,217.0,7,tea adventure shopping,beach,monsoon,268765.0
11,6,7709,44.6,9,sunset hills,nature,monsoon,509864.39999999997
7,1,3051,523.9,5,heritage,nature,monsoon,23452.6
1,3,5082,357.8,7,adventure,city,monsoon,19539.6
3,1,2047,192.9,4,heritage beach,city,summer,6912.6
14,2,5419,60.3,6,wildlife sunset heritage,mountain,monsoon,152214.4
14,3,5768,439.6,2,shopping lake sunset,nature,winter,247531.19999999998
6,6,5911,454.3,5,sunset,heritage,monsoon,223699.19999999998
12,6,4894,406.4,2,heritage sunset shopping,city,winter,362121.6
11,3,5869,138.2,3,food lake shopping,nature,summer,195335.40000000002
14,2,4796,549.7,6,adventure hills beach,beach,monsoon,138685.6
13,4,6702,456.8,7,heritage beach,city,monsoon,355812.8
9,6,2093,401.5,12,adventure hills,nature,autumn,122658.0
